1979    0 0.6 0 0.8 0 0.8  2.57186 0.375 0.975 0.675 0.825 0.7 0.925 0.325 0.125 0.325 0.125 0 0 0.625 0.425 0.525 0.975 0.475 0.425 0.325 0.525 0.075 0.525 0.175 0.65 
2079    0 0.6 0.2 0.6 0 0.8  2.68101 0.375 0.975 0.675 0.15 0.325 0.925 0.325 0.125 0.325 0.125 0 0 0.625 0.425 0.525 0.975 0.475 0.425 0.325 0.525 0.075 0.525 0.175 0.65 
2084    0 0.6 0.2 0.6 0.2 0.8  2.46027 0.375 0.975 0.675 0.825 0.325 0.975 0.325 0.125 0.325 0.125 0 0.525 0.625 0.425 0.525 0.975 0.475 0.425 0.325 0.525 0.075 0.525 0.175 0.65 
4454    0.2 0.4 0 0.6 0 0.8  2.80966 0.375 0.975 0.65 0.825 0.325 0.925 0.325 0.125 0.325 0.125 0 0 0.625 0.425 0.525 0.975 0.475 0.425 0.325 0.525 0.075 0.525 0.175 0.65 
4479    0.2 0.4 0 0.8 0 0.8  2.90295 0.375 0.975 0.675 0.825 0.325 0.925 0.325 0.125 0.325 0.3 0 0 0.625 0.425 0.525 0.975 0.475 0.425 0.325 0.525 0.075 0.525 0.175 0.65 
4487    0.2 0.4 0 0.8 0.4 0.4  2.60422 0.375 0.975 0.675 0.825 0.325 0.925 0.325 0.125 0.325 0.5 0 0 0.725 0.425 0.525 0.975 0.475 0.425 0.325 0.525 0.075 0.525 0.175 0.65 
4491    0.2 0.4 0 0.8 0.6 0.2  3.12246 0.375 0.975 0.675 0.825 0.325 0.925 0.325 0.125 0.325 0.125 0 0 0.625 0.425 0.525 0.975 0.475 0.425 0.35 0.525 0.075 0.525 0.175 0.65 
4492    0.2 0.4 0 0.8 0.6 0.4  2.54444 0.375 0.975 0.675 0.3 0.325 0.925 0.325 0.125 0.325 0.125 0 0 0.625 0.425 0.525 0.975 0.475 0.425 0.325 0.475 0.075 0.525 0.175 0.65 
4578    0.2 0.4 0.2 0.6 0 0.6  2.57151 0.375 0.975 0.675 0.825 0.325 0.925 0.325 0.125 0.975 0.125 0 0 0.625 0.425 0.525 0.975 0.475 0.425 0.325 0.525 0.075 0.525 0.125 0.65 
4579    0.2 0.4 0.2 0.6 0 0.8  2.76661 0.375 0.975 0.675 0.825 0.325 0.925 0.325 0.125 0.325 0.125 0 0 0.625 0.425 0.525 0.975 0.475 0.425 0.325 0.525 0.075 0.525 0.175 0.65 
4583    0.2 0.4 0.2 0.6 0.2 0.6  2.97009 0.375 0.975 0.675 0.825 0.325 0.925 0.325 0.125 0.325 0.125 0.225 0 0.625 0.425 0.525 0.975 0.475 0.425 0.325 0.525 0.075 0.525 0.175 0.65 
4604    0.2 0.4 0.2 0.8 0 0.8  2.75296 0.125 0.975 0.4 0.825 0.25 0.925 0.325 0.125 0.325 0.125 0 0 0.625 0.425 0.525 0.975 0.475 0.425 0.325 0.525 0.075 0.525 0.175 0.65 
4608    0.2 0.4 0.2 0.8 0.2 0.6  2.7796 0.375 0.525 0.675 0.825 0.325 0.925 0.325 0.125 0.325 0.125 0 0 0.625 0.425 0.525 0.975 0.475 0.425 0.325 0.525 0.075 0.525 0.175 0.65 
4609    0.2 0.4 0.2 0.8 0.2 0.8  2.73086 0.375 0.975 0.675 0.825 0.325 0.925 0.325 0.125 0.325 0.125 0 0 0.625 0.425 0.525 0.975 0.475 0.425 0.725 0.525 0.075 0.525 0.175 0.65 
4616    0.2 0.4 0.2 0.8 0.6 0.2  2.93498 0.375 0.975 0.675 0.825 0.325 0.925 0.325 0.125 0.325 0.125 0 0 0.775 0.425 0.525 0.975 0.475 0.425 0.325 0.525 0.075 0.725 0.175 0.65 
5103    0.2 0.6 0 0.8 0 0.6  2.69754 0.375 0.975 0.675 0.825 0.325 0.925 0.325 0.125 0.325 0.125 0 0 0.625 0.425 0.525 0.975 0.475 0.425 0.325 0.525 0.025 0.525 0.175 0.65 
5108    0.2 0.6 0 0.8 0.2 0.6  3.1405 0.375 0.975 0.675 0.825 0.325 0.925 0.325 0.125 0.325 0.125 0 0 0.625 0.425 0.525 0.975 0.475 0.425 0.35 0.525 0.075 0.525 0.175 0.675 
5120    0.2 0.6 0 0.8 0.8 0  2.98787 0.375 0.35 0.675 0.825 0.325 0.925 0.325 0.125 0.325 0.125 0 0 0.625 0.425 0.525 0.975 0.475 0.425 0.325 0.525 0.075 0.275 0.175 0.8 
5204    0.2 0.6 0.2 0.6 0 0.8  2.78683 0.375 0.975 0.675 0.825 0.325 0.925 0.325 0.125 0.325 0.275 0 0 0.725 0.425 0.525 0.975 0.475 0.425 0.325 0.525 0.075 0.525 0.175 0.65 
5229    0.2 0.6 0.2 0.8 0 0.8  3.00788 0.375 0.975 0.675 0.225 0.325 0.925 0.325 0.125 0.325 0.5 0 0 0.625 0.425 0.525 0.975 0.475 0.425 0.325 0.525 0.075 0.525 0.175 0.65 
5237    0.2 0.6 0.2 0.8 0.4 0.4  2.80742 0.375 0.975 0.675 0.45 0.325 0.925 0.875 0.125 0.325 0.125 0 0 0.625 0.425 0.525 0.975 0.475 0.425 0.325 0.525 0.075 0.525 0.175 0.65 
6958    0.4 0.2 0 0.6 0.2 0.6  2.53304 0.375 0.975 0.675 0.825 0.325 0.925 0.325 0.125 0.325 0.125 0 0 0.625 0.425 0.375 0.975 0.475 0.425 0.325 0.525 0.075 0.525 0.175 0.65 
