0 42 2.7504 3.39475 0.177051
1 76 2.79569 4.53262 0.171978
2 115 2.77806 4.53262 0.170542
3 150 2.84662 4.96872 0.172816
4 192 2.90454 5.41651 0.171891
5 217 2.97695 5.68609 0.17221
6 242 3.02228 5.8103 0.171517
7 274 3.07148 5.8103 0.169138
8 300 3.09744 5.8103 0.168958
9 328 3.12286 5.8103 0.169644
10 354 3.14972 5.8103 0.170616
11 373 3.19284 5.8103 0.170716
12 390 3.224 5.8103 0.170559
13 410 3.26842 6.1436 0.17008
14 427 3.29446 6.1436 0.169318
15 450 3.33613 6.73794 0.169695
16 466 3.35591 6.73794 0.16888
17 487 3.36561 6.73794 0.168476
18 506 3.36253 6.73794 0.168156
19 526 3.36285 6.73794 0.168462
20 544 3.37755 6.73794 0.168223
21 558 3.40127 6.73794 0.168076
22 578 3.41205 6.73794 0.168226
23 597 3.43185 6.73794 0.167838
24 613 3.42053 6.73794 0.167811
25 631 3.42348 6.73794 0.167627
26 647 3.4254 6.73794 0.167189
27 669 3.43124 6.73794 0.166998
28 684 3.44973 6.73794 0.166942
29 695 3.47127 6.73794 0.167085
30 715 3.47443 6.73794 0.166986
31 728 3.49477 6.73794 0.167173
32 742 3.50544 6.73794 0.167468
33 754 3.51407 6.73794 0.166961
34 763 3.517 6.73794 0.166857
35 778 3.51075 6.73794 0.167015
36 794 3.52386 6.73794 0.167198
37 801 3.52906 6.73794 0.167158
38 809 3.54203 6.73794 0.166753
39 824 3.54146 6.73794 0.1666
40 833 3.5494 6.73794 0.166799
41 843 3.56438 6.73794 0.166807
42 857 3.56704 6.90827 0.166622
43 873 3.56457 6.90827 0.166891
44 885 3.57199 6.90827 0.167116
45 897 3.57227 6.90827 0.167105
46 904 3.58083 6.90827 0.16701
47 917 3.58191 6.90827 0.167094
48 932 3.58589 6.90827 0.167176
49 943 3.59144 6.90827 0.16694
50 958 3.59107 6.90827 0.166857
51 972 3.60147 6.90827 0.166644
52 982 3.60728 6.90827 0.166837
53 991 3.6055 6.90827 0.166924
54 998 3.61525 6.90827 0.16658
55 1007 3.61982 6.90827 0.166774
56 1015 3.62364 6.90827 0.166656
57 1020 3.63951 6.90827 0.166411
58 1028 3.64228 6.90827 0.166563
59 1042 3.64256 6.90827 0.166445
