2241    0 0.6 0.4 0.8 0.6 0.2  1.99499 0.725 0.925 0.175 0.65 0.9 0.875 0.275 0.775 0.95 0.55 0.075 0.15 0.975 0.3 0.975 0.525 0 0.65 0.175 0.675 0.875 0.1 0.3 
2246    0 0.6 0.4 0.8 0.8 0.2  2.3885 0.725 0.925 0.175 0.125 0.9 0.875 0.275 0.775 0.95 0.55 0.075 0.15 0.475 0.3 0 0.525 0 0.65 0.175 0.675 0.875 0.1 0.3 
4741    0.2 0.4 0.4 0.8 0.6 0.2  2.03435 0.825 0.925 0.35 0.125 0.65 0.875 0.625 1 0.725 0.55 0.025 0.075 0.475 0.325 0.975 0.525 0.825 0.825 0.175 0.9 0.875 0.925 0.3 
4746    0.2 0.4 0.4 0.8 0.8 0.2  2.09862 0.725 0.925 0.175 0.125 0.9 0.875 0.275 0.775 0.675 0.55 0.075 0.15 0.475 0.3 0.2 0.525 0 0.65 0.3 0.675 0.875 0.1 0.3 
4851    0.2 0.4 0.6 0.8 0 0.2  1.6189 0.725 0.725 0.9 0.125 0.375 0.875 0.275 0.125 1 0.55 0.075 0.175 0.475 0.3 0.975 0.025 0.425 0.65 0.175 0.9 0.875 0.1 0.025 
4857    0.2 0.4 0.6 0.8 0.2 0.4  2.11623 0.725 0.875 0.075 0.925 0.125 0.8 0.275 0.275 0.25 0.35 0.075 0.15 0.825 0.3 0.975 0.8 0 0.65 0.675 0.2 0.075 0.8 0.625 
4860    0.2 0.4 0.6 0.8 0.4 0  1.93677 0.725 0.675 0.25 0.85 0.9 0.875 0.275 0.275 0.95 0.925 0.075 0.325 0.475 0.175 0.975 0.8 0.8 0.5 0.575 0.925 0.925 0.425 0.325 
4861    0.2 0.4 0.6 0.8 0.4 0.2  2.42734 0.725 0.675 0.25 0.85 0.9 0.875 0.275 0.275 0.95 0.925 0.075 0.325 0.475 0.675 0.975 0.8 0.8 0.5 0.575 0.925 0.875 0.425 0.325 
4862    0.2 0.4 0.6 0.8 0.4 0.4  1.82328 0.825 0.75 0.575 0.125 0.9 0.875 0.125 0.225 0.85 0.55 0.775 0.35 0.475 0.325 0.975 0.525 0.15 0.825 0.175 0.9 0.875 0.525 0.65 
4865    0.2 0.4 0.6 0.8 0.6 0  2.43136 0.725 0.675 0.25 0.85 0.9 0.875 0.275 0.275 0.95 0.925 0.075 0.325 0.475 0.675 0.975 0.8 0.8 0.5 0.575 0.925 0.5 0.425 0.325 
4866    0.2 0.4 0.6 0.8 0.6 0.2  2.24609 0.725 0.925 0.175 0.125 0.9 0.875 0.275 0.775 0.675 0.55 0.075 0.15 0.475 0.3 0.2 0.525 0 0.65 0.35 0.675 0.875 0.1 0.3 
