#Point[6d] mu[1d] sigma[1d] acquisition[1d]
  0 0.6 0.2 0.8 0.4 0.2 -2032.25 0.957129 -2031.84
  0 0.6 0.4 0.6 0.6   0 -2735.24 0.929144 -2734.83
  0 0.6 0.4 0.8 0.4 0.2 -1794.77 0.966331 -1794.35
  0 0.6 0.4 0.8 0.6   0 -1893.3 0.966453 -1892.88
  0 0.6 0.4 0.8 0.6 0.2 -1630.54 0.973546 -1630.13
  0 0.6 0.6 0.8 0.6 0.2 -1156.85 0.986493 -1156.43
  0 0.8 0.2 0.8 0.2 0.4 -669.848 0.992429 -669.427
  0 0.8 0.2 0.8 0.4 0.2 -1126.77 0.986361 -1126.35
  0 0.8 0.2 0.8 0.6 0.2 -1036.33 0.989093 -1035.91
  0 0.8 0.4 0.6 0.6   0 -1467.63 0.979165 -1467.22
  0 0.8 0.4 0.6 0.6 0.2 -1260.83 0.983046 -1260.41
  0 0.8 0.4 0.6 0.8   0 -1067.65 0.989164 -1067.23
  0 0.8 0.4 0.8 0.2 0.2 -878.483 0.990789 -878.062
  0 0.8 0.4 0.8 0.4 0.2 -1010.31 0.988975 -1009.89
  0 0.8 0.4 0.8 0.6   0 -1066.9 0.989164 -1066.48
  0 0.8 0.4 0.8 0.6 0.2 -930.956 0.991152 -930.535
  0 0.8 0.4 0.8 0.8   0 -790.545 0.994127 -790.123
  0 0.8 0.4 0.8 0.8 0.2 -697.876 0.995179 -697.455
  0 0.8 0.6 0.6 0.6   0 -1048.6 0.989224 -1048.18
  0 0.8 0.6 0.6 0.6 0.2 -907.744 0.991048 -907.323
  0 0.8 0.6 0.6 0.8   0 -779.292 0.994169 -778.87
  0 0.8 0.6 0.8 0.4   0 -848.15 0.992892 -847.728
  0 0.8 0.6 0.8 0.4 0.2 -737.078 0.994025 -736.656
  0 0.8 0.6 0.8 0.6   0 -778.938 0.994169 -778.516
  0 0.8 0.6 0.8 0.6 0.2 -683.739 0.995161 -683.317
  0 0.8 0.6 0.8 0.6 0.4 -491.29 0.997008 -490.868
  0 0.8 0.6 0.8 0.8 0.2 -520.767 0.997285 -520.345
0.2   0 0.2 0.2 0.2 0.2 -3122.03 0.571176 -3121.71
0.2   0 0.2 0.2 0.4 0.2 -4407.72 0.584207 -4407.4
0.2   0 0.2 0.4 0.4   0 -7922.66 0.358492 -7922.41
0.2   0 0.4 0.2 0.4 0.2 -3743.98 0.698943 -3743.62
0.2   0 0.4 0.4 0.2 0.2 -3741.26 0.698943 -3740.91
0.2   0 0.4 0.4 0.4 0.2 -4905.42 0.655818 -4905.07
0.2 0.2   0 0.4 0.2 0.2 -4405.15 0.584207 -4404.82
