624    0 0 0.8 0.8 0.8 0.8  0.055598 1 0.2 0.1 0 0.75 0.3 0.85 0.2 0.2 0.3 0.3 0.75 
979    0 0.2 0.4 0.8 0 0.8  0.382603 0.65 0.5 0.05 0.05 0.2 0.9 0 0.6 1 0.45 0.5 0.45 
1741    0 0.4 0.6 0.8 0.6 0.2  0.320244 1 0.3 0.05 0.05 0.75 0.6 0.65 0.6 0.4 0.2 0.15 0.5 
1868    0 0.4 0.8 0.8 0.6 0.6  0.317496 0.85 0.4 0.55 0.05 1 0.85 0.15 0.65 0.15 0.85 0.4 0.1 
1869    0 0.4 0.8 0.8 0.6 0.8  0.393681 0.95 0.5 0.1 0.05 1 0.85 0.15 0.2 0.3 0.85 0.9 0.1 
1874    0 0.4 0.8 0.8 0.8 0.8  0.333264 0.95 0.5 0.55 0.05 1 0.85 0.15 0.2 0.3 0.35 0.9 0.1 
2238    0 0.6 0.4 0.8 0.4 0.6  0.505137 0.9 0.5 0.05 0.05 1 0.7 0.65 0.2 0.5 0.2 0.8 0.55 
2241    0 0.6 0.4 0.8 0.6 0.2  0.365477 1 0.3 0.05 0.05 0.75 0.4 0.65 0.6 0.4 0.2 0.15 0.5 
2242    0 0.6 0.4 0.8 0.6 0.4  0.20179 0.9 0.25 0.05 0.05 0.75 0.5 0.65 0.6 0.4 0.75 0.15 0.5 
2244    0 0.6 0.4 0.8 0.6 0.8  0.169384 0.6 0.4 0.05 0.05 1 0.7 0.65 0.2 0.5 0.2 0.8 0.55 
2249    0 0.6 0.4 0.8 0.8 0.8  0.447541 0.8 0.5 0.05 0.05 1 0.7 0.65 0.2 0.5 0.2 0.8 0.55 
2491    0 0.6 0.8 0.8 0.6 0.2  0.269288 0.95 0.5 0.25 0.05 1 0.85 0.15 0.6 0.3 0.85 0.95 0.1 
2492    0 0.6 0.8 0.8 0.6 0.4  0.3282 0.85 0.4 0.55 0.05 1 0.85 0.15 0.2 0.15 0.85 0.4 0.1 
2493    0 0.6 0.8 0.8 0.6 0.6  0.391355 0.95 0.4 0.9 0.05 1 0.85 0.15 0.2 0.15 0.85 0.4 0.1 
2496    0 0.6 0.8 0.8 0.8 0.2  0.469303 0.8 0.5 0.1 0.05 1 0.85 0.15 0.2 0.3 0.85 0.95 0.55 
