#Point[6d] mu[1d] sigma[1d] acquisition[1d]
  0   0 0.2   0   0 0.8 0.619188 0.991444 1.2664
  0 0.2   0 0.6 0.2 0.2 0.526959 0.98028 1.17052
  0 0.2 0.2 0.4   0 0.8 0.717004 0.976403 1.35929
  0 0.2 0.2 0.4 0.2 0.2 1.88385 0.967007 2.52304
  0 0.2 0.4   0   0 0.8 0.539762 0.959408 1.17643
  0 0.2 0.4   0 0.2 0.2 0.967553 0.989497 1.61413
  0 0.2 0.4   0 0.2 0.6 0.87011 0.972326 1.51105
  0 0.2 0.4   0 0.8   0 1.21456 0.990211 1.86137
  0 0.2 0.4 0.2   0   0 1.24935 0.993293 1.89716
  0 0.2 0.4 0.2   0 0.8 2.71979 0.946256 3.35209
  0 0.2 0.4 0.2 0.6   0 2.83671 0.960565 3.47377
  0 0.2 0.4 0.4   0 0.8 2.80548 0.955869 3.44098
  0 0.2 0.4 0.4 0.6   0 0.534799 0.913013 1.15589
  0 0.2 0.4 0.4 0.6 0.2 0.33464 0.883839 0.945722
  0 0.2 0.4 0.4 0.8   0 1.58138 0.933909 2.20954
  0 0.2 0.6   0 0.2   0 0.98646 0.994536 1.63468
  0 0.2 0.6   0 0.2 0.6 0.58542 0.966732 1.22452
  0 0.2 0.6   0 0.2 0.8 0.7725 0.959105 1.40907
  0 0.2 0.6   0 0.6   0 0.86087 0.990025 1.50762
  0 0.2 0.6   0 0.8   0 1.82211 0.992076 2.46953
  0 0.2 0.6 0.2   0 0.6 -0.0818543 0.946471 0.550509
  0 0.2 0.8   0 0.6   0 1.02824 0.994597 1.67649
  0 0.2 0.8   0 0.8   0 1.7886 0.995701 2.4372
  0 0.2 0.8 0.2   0 0.6 0.068156 0.95935 0.704808
  0 0.2 0.8 0.2   0 0.8 0.567287 0.948403 1.2003
  0 0.4   0 0.4   0 0.6 2.00383 0.985883 2.64922
  0 0.4   0 0.4   0 0.8 1.79488 0.985788 2.44025
  0 0.4   0 0.4 0.2 0.4 1.9139 0.97204 2.55475
  0 0.4   0 0.4 0.2 0.6 0.446545 0.979956 1.09
  0 0.4   0 0.4 0.4 0.2 1.3948 0.933436 2.0228
  0 0.4   0 0.4 0.4 0.6 1.77457 0.971739 2.41532
  0 0.4   0 0.4 0.6 0.2 1.47118 0.912985 2.09226
  0 0.4   0 0.4 0.8   0 1.35161 0.949268 1.9849
  0 0.4   0 0.4 0.8 0.2 1.15306 0.933913 1.78122
  0 0.4   0 0.6   0 0.8 5.62266 0.991167 6.26979
  0 0.4   0 0.6 0.6 0.2 1.08248 0.884336 1.69373
  0 0.4   0 0.6 0.8   0 1.42743 0.933896 2.05558
  0 0.4   0 0.8   0 0.8 6.14073 0.995664 6.78932
  0 0.4 0.2   0   0 0.8 1.70076 0.960146 2.33767
  0 0.4 0.2   0 0.2   0 2.40973 0.991224 3.05688
  0 0.4 0.2 0.2   0 0.4 1.02087 0.973774 1.66229
  0 0.4 0.2 0.2   0 0.6 1.39294 0.956976 2.0288
  0 0.4 0.2 0.2   0 0.8 2.1224 0.947685 2.75517
  0 0.4 0.2 0.2 0.2 0.6 2.67056 0.957974 3.30675
  0 0.4 0.2 0.2 0.2 0.8 2.62383 0.956446 3.25952
  0 0.4 0.2 0.2 0.4   0 0.466866 0.948918 1.10005
  0 0.4 0.2 0.2 0.4 0.2 1.15778 0.932008 1.7853
  0 0.4 0.2 0.2 0.4 0.4 2.22151 0.942628 2.85259
  0 0.4 0.2 0.2 0.4 0.6 2.75436 0.9615 3.39172
  0 0.4 0.2 0.2 0.6   0 1.04362 0.933869 1.67176
  0 0.4 0.2 0.2 0.6 0.2 2.32029 0.912592 2.94123
  0 0.4 0.2 0.2 0.6 0.4 2.59535 0.931893 3.22282
  0 0.4 0.2 0.2 0.8   0 2.48447 0.949276 3.11777
  0 0.4 0.2 0.2 0.8 0.2 1.33948 0.933855 1.96762
  0 0.4 0.2 0.4   0   0 1.05394 0.983807 1.69866
  0 0.4 0.2 0.4   0 0.2 0.649037 0.976391 1.29132
  0 0.4 0.2 0.4   0 0.4 0.640388 0.970464 1.28072
  0 0.4 0.2 0.4   0 0.6 1.53723 0.961884 2.17472
  0 0.4 0.2 0.4   0 0.8 3.65082 0.95761 4.2869
  0 0.4 0.2 0.4 0.2 0.2 1.28391 0.930811 1.91102
  0 0.4 0.2 0.4 0.2 0.4 1.04438 0.938575 1.6741
  0 0.4 0.2 0.4 0.2 0.6 2.91124 0.952586 3.54564
