#iteration best_sample
0 0.4 0.2 0.2 0.2 0.2 0.4
1 0.4 0.2 0.2 0.2 0.2 0.4
2 0.6 0.6   0 0.4 0.2 0.6
3 0.6 0.6   0 0.4 0.2 0.6
4 0.6 0.6   0 0.4 0.2 0.6
5 0.6 0.6   0 0.4 0.2 0.6
